user_loc,user_est,pop_est,metro_micro_area,CBSA_code,CBSA_title,inter_county_connections,outer_county_connections,total connections,coverage est,normed pop_est,rescaled inter_county_connections,rescaled outer_county_connections,rescaled total connections
01057,8572,16064,,,,4690591.6289772,10006221.794823855,14696813.423801055,0.5336155378486056,0.15030041346758147,0.24542466701444032,0.2366752180414362,0.2393991073958982
01059,16358,32021,,,,7340740.417085196,15116622.354805406,22457362.771890603,0.5108522532088317,0.2995996974380868,0.40120247800552117,0.3734827759303401,0.3821125081139794
01061,14177,26533,Metropolitan Statistical Area,20020,"Dothan, AL",5164105.426242848,13314261.822331317,18478367.248574164,0.53431575773565,0.24825204622356445,0.26984611553294136,0.3145069437871413,0.3006030790959572
01063,3945,7463,,,,2274919.1326999203,7923615.895836405,10198535.028536325,0.5286077984724642,0.06982644333345123,0.12015765678791347,0.1891912193861795,0.16769960467510625
01065,7787,14548,Metropolitan Statistical Area,46220,"Tuscaloosa, AL",3639575.133548744,12397044.446191832,16036619.579740576,0.5352625790486665,0.13611618620059607,0.18984661588526822,0.2923226073219857,0.2604196540018786
01067,9265,17123,Metropolitan Statistical Area,20020,"Dothan, AL",3586969.0308225597,12260273.751861895,15847242.782684455,0.5410850902295159,0.16020878858350332,0.18508921490353533,0.2859866286555675,0.2545751201068709
01069,56825,108497,Metropolitan Statistical Area,20020,"Dothan, AL",30584883.9734346,60916602.127661504,91501486.10109611,0.5237472003834207,1.0151359536847726,1.6304375766437342,1.4679967157880651,1.5185680069607561
01071,27946,52253,Micropolitan Statistical Area,42460,"Scottsboro, AL",14528661.90329376,21453865.534253266,35982527.43754703,0.5348209672171933,0.4888973795394382,0.7584662238866587,0.5063003841494074,0.5848049675281506
01073,345126,675310,Metropolitan Statistical Area,13820,"Birmingham-Hoover, AL",282344425.2424042,327277542.17902577,609621967.42143,0.5110630673320401,6.318437015612079,15.424950292582013,8.08263254998209,10.368452056770783
01075,7347,13814,,,,4314659.61211959,8054515.79678931,12369175.4089089,0.5318517446069205,0.1292486249776625,0.22650354548648013,0.19114369501374914,0.20215196771471775
01077,50305,93278,Metropolitan Statistical Area,22520,"Florence-Muscle Shoals, AL",32380875.2559744,52653847.58063471,85034722.83660911,0.5393018718240099,0.8727416563389607,1.6763924996353778,1.2322797505300993,1.37054148486345
01079,17354,32758,Metropolitan Statistical Area,19460,"Decatur, AL",11474286.015343536,19844322.57697086,31318608.592314396,0.5297637218389402,0.3064953277123403,0.604731386581705,0.4727866350450088,0.5138638394720363
01081,100364,182595,Metropolitan Statistical Area,12220,"Auburn-Opelika, AL",46262160.93955711,116768341.4727863,163030502.4123434,0.549653604972754,1.708422808585224,2.349935205056109,2.6813108077798455,2.578146542307516
01083,57100,108513,Metropolitan Statistical Area,26620,"Huntsville, AL",25921236.8499231,57937999.333914,83859236.1838371,0.5262042335941316,1.015285655291812,1.3753728137649477,1.3896975256154118,1.3852379384761984
01085,5343,10096,Metropolitan Statistical Area,33860,"Montgomery, AL",2005465.1066204822,8733502.226953803,10738967.333574284,0.5292194928684627,0.09446171404187641,0.10580308497570408,0.20828775103189692,0.17638209711844777
01087,10266,19064,,,,4664451.1490845205,16620807.706258027,21285258.85534255,0.5385018883759967,0.17836946478747343,0.2418423596778038,0.3895614934379342,0.3435733886851606
01089,210064,400898,Metropolitan Statistical Area,26620,"Huntsville, AL",108174776.32248671,196738210.2628271,304912986.5853138,0.5239836566907293,3.750942178680682,5.764044402704397,4.738949739196264,5.058083486916934
01091,9934,18954,,,,5142223.804639614,14854597.433543593,19996821.238183208,0.524111005592487,0.1773402662390774,0.27393451037366373,0.3577245409577515,0.33163892424951735
01093,15570,28973,,,,8932072.09670712,15134471.03156562,24066543.128272742,0.5373968867566354,0.27108154129707657,0.46406212769422417,0.35545385446175315,0.38926591739019706
01095,50675,98299,Micropolitan Statistical Area,10700,"Albertville, AL",20458252.2177748,37759941.72518452,58218193.94295932,0.5155189778125921,0.9197198918980198,1.1080080713022318,0.9244805647738736,0.9816165767474254
01097,213326,413978,Metropolitan Statistical Area,33660,"Mobile, AL",184618966.09687963,162645239.10725752,347264205.20413715,0.5153075767311306,3.873323242435411,10.002967081354035,3.983693847774164,5.8576214897473164
01099,10185,19168,,,,7341891.566361239,13015925.367278084,20357816.933639325,0.5313543405676127,0.1793425252332297,0.3857827340230658,0.30917327387705107,0.33302342645084904
01101,115171,228685,Metropolitan Statistical Area,33860,"Montgomery, AL",90667846.45443755,130854138.56942539,221521985.02386296,0.5036228873778341,2.1396570003631643,5.026513983123352,3.2793904822212094,3.8233071471130415
01103,65184,124199,Metropolitan Statistical Area,19460,"Decatur, AL",30314435.537012927,59403900.40333594,89718335.94034886,0.52483514360019,1.162049368293087,1.612670460179647,1.4285754441820897,1.4858881339106038
01105,4206,8175,,,,2183357.64759717,7892187.417131982,10075545.064729152,0.5144954128440367,0.07648816484670559,0.11848474217006526,0.1936096548128427,0.1702216734172228
01107,10124,18719,Metropolitan Statistical Area,46220,"Tuscaloosa, AL",7397360.687929016,14989679.706383096,22387040.394312114,0.5408408568833806,0.17514152388568585,0.38187950940148746,0.34981142418875466,0.3597949004280533
01109,18285,32872,Micropolitan Statistical Area,45980,"Troy, AL",10143329.24782716,25218016.401144046,35361345.64897121,0.5562484789486493,0.30756195166249617,0.5091324047562076,0.572207062921047,0.5525705817618749
01111,11496,21756,,,,5365777.46514216,11828434.82166636,17194212.28680852,0.5284059569773856,0.20355676017185648,0.2835201992406865,0.28253399073750385,0.2828410183973471
01113,30534,60310,Metropolitan Statistical Area,17980,"Columbus, GA-AL",6586167.38828034,39704861.59552765,46291028.98380799,0.5062841983087382,0.564281495034228,0.3632097051270721,0.9898296103243973,0.7947495207864944
01115,49195,92835,Metropolitan Statistical Area,13820,"Birmingham-Hoover, AL",17413247.56784229,46639899.64162154,64053147.20946383,0.5299186729143104,0.8685967930940567,0.9174652091757929,1.110860467783438,1.0506524149391787
01117,116508,228618,Metropolitan Statistical Area,13820,"Birmingham-Hoover, AL",41279978.98553449,124801527.24676266,166081506.23229715,0.5096186651969661,2.1390301248836865,2.2615864563754897,3.090905317653125,2.8327207365830964
01119,6663,12008,,,,4054381.0234452602,12560569.552203085,16614950.575648345,0.5548800799467022,0.11235105608308754,0.20400672294279407,0.28570729299181047,0.260272169740434
01121,43734,81857,Micropolitan Statistical Area,45180,"Talladega-Sylacauga, AL",29537879.962919004,49921962.93689312,79459842.89981213,0.5342731837228337,0.765882777964132,1.5436008101515162,1.1793410203721413,1.2927428319262144
